ISO,FIPS,DHSCC,SVYTYPE,SVYYEAR,CNTRYNAMEE,CNTRYNAMEF,CNTRYNAMES,DHSREGEN,DHSREGFR,DHSREGSP,SVYID,REG_ID,Svy_Map,MULTLEVEL,LEVELRNK,REGVAR,REGCODE,REGNAME,OTHREGVAR,OTHREGCO,OTHREGNA,LEVELCO,LEVELNA,REPALLIND,REGNOTES,SVYNOTES
IN,IN,IA,DHS,2020.00000000000,India,,,Kullu,,,541.00000000000,,yes,yes,2.00000000000,shdist,26.00000000000,Kullu,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Mandi,,,541.00000000000,,yes,yes,2.00000000000,shdist,27.00000000000,Mandi,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Hamirpur,,,541.00000000000,,yes,yes,2.00000000000,shdist,28.00000000000,Hamirpur,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Una,,,541.00000000000,,yes,yes,2.00000000000,shdist,29.00000000000,Una,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Bilaspur,,,541.00000000000,,yes,yes,2.00000000000,shdist,30.00000000000,Bilaspur,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Solan,,,541.00000000000,,yes,yes,2.00000000000,shdist,31.00000000000,Solan,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Sirmaur,,,541.00000000000,,yes,yes,2.00000000000,shdist,32.00000000000,Sirmaur,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Shimla,,,541.00000000000,,yes,yes,2.00000000000,shdist,33.00000000000,Shimla,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Kinnaur,,,541.00000000000,,yes,yes,2.00000000000,shdist,34.00000000000,Kinnaur,hv024,2.00000000000,Himachal Pradesh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Kapurthala,,,541.00000000000,,yes,yes,2.00000000000,shdist,36.00000000000,Kapurthala,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Jalandhar,,,541.00000000000,,yes,yes,2.00000000000,shdist,37.00000000000,Jalandhar,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Hoshiarpur,,,541.00000000000,,yes,yes,2.00000000000,shdist,38.00000000000,Hoshiarpur,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Shahid Bhagat Singh Nagar,,,541.00000000000,,yes,yes,2.00000000000,shdist,39.00000000000,Shahid Bhagat Singh Nagar,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Fatehgarh Sahib,,,541.00000000000,,yes,yes,2.00000000000,shdist,40.00000000000,Fatehgarh Sahib,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Ludhiana,,,541.00000000000,,yes,yes,2.00000000000,shdist,41.00000000000,Ludhiana,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Moga,,,541.00000000000,,yes,yes,2.00000000000,shdist,42.00000000000,Moga,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Muktsar,,,541.00000000000,,yes,yes,2.00000000000,shdist,44.00000000000,Muktsar,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Faridkot,,,541.00000000000,,yes,yes,2.00000000000,shdist,45.00000000000,Faridkot,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Bathinda,,,541.00000000000,,yes,yes,2.00000000000,shdist,46.00000000000,Bathinda,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Mansa,,,541.00000000000,,yes,yes,2.00000000000,shdist,47.00000000000,Mansa,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Patiala,,,541.00000000000,,yes,yes,2.00000000000,shdist,48.00000000000,Patiala,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Amritsar,,,541.00000000000,,yes,yes,2.00000000000,shdist,49.00000000000,Amritsar,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Tarn Taran,,,541.00000000000,,yes,yes,2.00000000000,shdist,50.00000000000,Tarn Taran,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Rupnagar,,,541.00000000000,,yes,yes,2.00000000000,shdist,51.00000000000,Rupnagar,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Sahibzada Ajit Singh Nagar,,,541.00000000000,,yes,yes,2.00000000000,shdist,52.00000000000,Sahibzada Ajit Singh Nagar,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Sangrur,,,541.00000000000,,yes,yes,2.00000000000,shdist,53.00000000000,Sangrur,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Barnala,,,541.00000000000,,yes,yes,2.00000000000,shdist,54.00000000000,Barnala,hv024,3.00000000000,Punjab,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Chandigarh,,,541.00000000000,,yes,yes,2.00000000000,shdist,55.00000000000,Chandigarh,hv024,4.00000000000,Chandigarh,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Uttarkashi,,,541.00000000000,,yes,yes,2.00000000000,shdist,56.00000000000,Uttarkashi,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Chamoli,,,541.00000000000,,yes,yes,2.00000000000,shdist,57.00000000000,Chamoli,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Rudraprayag,,,541.00000000000,,yes,yes,2.00000000000,shdist,58.00000000000,Rudraprayag,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Tehri Garhwal,,,541.00000000000,,yes,yes,2.00000000000,shdist,59.00000000000,Tehri Garhwal,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Dehradun,,,541.00000000000,,yes,yes,2.00000000000,shdist,60.00000000000,Dehradun,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Garhwal,,,541.00000000000,,yes,yes,2.00000000000,shdist,61.00000000000,Garhwal,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Pithoragarh,,,541.00000000000,,yes,yes,2.00000000000,shdist,62.00000000000,Pithoragarh,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Bageshwar,,,541.00000000000,,yes,yes,2.00000000000,shdist,63.00000000000,Bageshwar,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Almora,,,541.00000000000,,yes,yes,2.00000000000,shdist,64.00000000000,Almora,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Champawat,,,541.00000000000,,yes,yes,2.00000000000,shdist,65.00000000000,Champawat,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Nainital,,,541.00000000000,,yes,yes,2.00000000000,shdist,66.00000000000,Nainital,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Udham Singh Nagar,,,541.00000000000,,yes,yes,2.00000000000,shdist,67.00000000000,Udham Singh Nagar,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Hardwar,,,541.00000000000,,yes,yes,2.00000000000,shdist,68.00000000000,Hardwar,hv024,5.00000000000,Uttarakhand,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Panchkula,,,541.00000000000,,yes,yes,2.00000000000,shdist,69.00000000000,Panchkula,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Ambala,,,541.00000000000,,yes,yes,2.00000000000,shdist,70.00000000000,Ambala,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Yamunanagar,,,541.00000000000,,yes,yes,2.00000000000,shdist,71.00000000000,Yamunanagar,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Kurukshetra,,,541.00000000000,,yes,yes,2.00000000000,shdist,72.00000000000,Kurukshetra,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Kaithal,,,541.00000000000,,yes,yes,2.00000000000,shdist,73.00000000000,Kaithal,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Karnal,,,541.00000000000,,yes,yes,2.00000000000,shdist,74.00000000000,Karnal,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Panipat,,,541.00000000000,,yes,yes,2.00000000000,shdist,75.00000000000,Panipat,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Sonipat,,,541.00000000000,,yes,yes,2.00000000000,shdist,76.00000000000,Sonipat,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Jind,,,541.00000000000,,yes,yes,2.00000000000,shdist,77.00000000000,Jind,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Fatehabad,,,541.00000000000,,yes,yes,2.00000000000,shdist,78.00000000000,Fatehabad,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Sirsa,,,541.00000000000,,yes,yes,2.00000000000,shdist,79.00000000000,Sirsa,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Hisar,,,541.00000000000,,yes,yes,2.00000000000,shdist,80.00000000000,Hisar,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Rohtak,,,541.00000000000,,yes,yes,2.00000000000,shdist,82.00000000000,Rohtak,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Jhajjar,,,541.00000000000,,yes,yes,2.00000000000,shdist,83.00000000000,Jhajjar,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Mahendragarh,,,541.00000000000,,yes,yes,2.00000000000,shdist,84.00000000000,Mahendragarh,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Rewari,,,541.00000000000,,yes,yes,2.00000000000,shdist,85.00000000000,Rewari,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Gurgaon,,,541.00000000000,,yes,yes,2.00000000000,shdist,86.00000000000,Gurgaon,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Mewat,,,541.00000000000,,yes,yes,2.00000000000,shdist,87.00000000000,Mewat,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Faridabad,,,541.00000000000,,yes,yes,2.00000000000,shdist,88.00000000000,Faridabad,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Palwal,,,541.00000000000,,yes,yes,2.00000000000,shdist,89.00000000000,Palwal,hv024,6.00000000000,Haryana,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Ganganagar,,,541.00000000000,,yes,yes,2.00000000000,shdist,99.00000000000,Ganganagar,hv024,8.00000000000,Rajasthan,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Hanumangarh,,,541.00000000000,,yes,yes,2.00000000000,shdist,100.00000000000,Hanumangarh,hv024,8.00000000000,Rajasthan,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Bikaner,,,541.00000000000,,yes,yes,2.00000000000,shdist,101.00000000000,Bikaner,hv024,8.00000000000,Rajasthan,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
IN,IN,IA,DHS,2020.00000000000,India,,,Churu,,,541.00000000000,,yes,yes,2.00000000000,shdist,102.00000000000,Churu,hv024,8.00000000000,Rajasthan,Admin2,Districts,yes,,Survey is representative at 2 levels: 36 Admin1 areas (states and union territories) and 707 Admin2 areas (districts)
